@relation merge_avg_avg1-weka.filters.unsupervised.attribute.Remove-R1

@attribute R_FG {'Toronto Raptors','Brooklyn Nets','Charlotte Bobcats','Minnesota Timberwolves','Orlando Magic','Phoenix Suns','Los Angeles Lakers','Detroit Pistons','Atlanta Hawks','Milwaukee Bucks','Portland Trail Blazers','Boston Celtics','Sacramento Kings','Denver Nuggets','Chicago Bulls','Cleveland Cavaliers','New York Knicks','Oklahoma City Thunder','Miami Heat','Memphis Grizzlies','Indiana Pacers','Los Angeles Clippers','Washington Wizards','San Antonio Spurs','Golden State Warriors','Utah Jazz','Dallas Mavericks','New Orleans Hornets','Houston Rockets','Philadelphia 76ers'}
@attribute avg_R_FG numeric
@attribute avg_R_FGA numeric
@attribute avg_R_FGP numeric
@attribute avg_R_3P numeric
@attribute avg_R_3PA numeric
@attribute avg_R_3PP numeric
@attribute avg_R_FT numeric
@attribute avg_R_FTA numeric
@attribute avg_R_FTP numeric
@attribute avg_R_ORB numeric
@attribute avg_R_DRB numeric
@attribute avg_R_TRB numeric
@attribute avg_R_AST numeric
@attribute avg_R_STL numeric
@attribute avg_R_BLK numeric
@attribute avg_R_TOV numeric
@attribute avg_R_PF numeric
@attribute avg_R_PTS numeric
@attribute avg_R_HOME numeric
@attribute avg_R_WIN numeric
@attribute avg1_R_FG numeric
@attribute avg1_R_FGA numeric
@attribute avg1_R_FGP numeric
@attribute avg1_R_3P numeric
@attribute avg1_R_3PA numeric
@attribute avg1_R_3PP numeric
@attribute avg1_R_FT numeric
@attribute avg1_R_FTA numeric
@attribute avg1_R_FTP numeric
@attribute avg1_R_ORB numeric
@attribute avg1_R_DRB numeric
@attribute avg1_R_TRB numeric
@attribute avg1_R_AST numeric
@attribute avg1_R_STL numeric
@attribute avg1_R_BLK numeric
@attribute avg1_R_TOV numeric
@attribute avg1_R_PF numeric
@attribute avg1_R_PTS numeric
@attribute avg1_R_HOME numeric
@attribute avg1_R_WIN numeric
@attribute H_TEAM {'Sacramento Kings','Boston Celtics','Golden State Warriors','Washington Wizards','Minnesota Timberwolves','Los Angeles Clippers','Houston Rockets','Brooklyn Nets','Los Angeles Lakers','San Antonio Spurs','Orlando Magic','Miami Heat','Cleveland Cavaliers','New Orleans Hornets','Charlotte Bobcats','Indiana Pacers','Atlanta Hawks','Chicago Bulls','Philadelphia 76ers','Phoenix Suns','Milwaukee Bucks','Utah Jazz','Oklahoma City Thunder','Memphis Grizzlies','Toronto Raptors','New York Knicks','Portland Trail Blazers','Detroit Pistons','Denver Nuggets','Dallas Mavericks'}
@attribute avg_H_FG numeric
@attribute avg_H_FGA numeric
@attribute avg_H_FGP numeric
@attribute avg_H_3P numeric
@attribute avg_H_3PA numeric
@attribute avg_H_3PP numeric
@attribute avg_H_FT numeric
@attribute avg_H_FTA numeric
@attribute avg_H_FTP numeric
@attribute avg_H_ORB numeric
@attribute avg_H_DRB numeric
@attribute avg_H_TRB numeric
@attribute avg_H_AST numeric
@attribute avg_H_STL numeric
@attribute avg_H_BLK numeric
@attribute avg_H_TOV numeric
@attribute avg_H_PF numeric
@attribute avg_H_PTS numeric
@attribute avg_H_HOME numeric
@attribute avg_H_WIN numeric
@attribute avg1_H_FG numeric
@attribute avg1_H_FGA numeric
@attribute avg1_H_FGP numeric
@attribute avg1_H_3P numeric
@attribute avg1_H_3PA numeric
@attribute avg1_H_3PP numeric
@attribute avg1_H_FT numeric
@attribute avg1_H_FTA numeric
@attribute avg1_H_FTP numeric
@attribute avg1_H_ORB numeric
@attribute avg1_H_DRB numeric
@attribute avg1_H_TRB numeric
@attribute avg1_H_AST numeric
@attribute avg1_H_STL numeric
@attribute avg1_H_BLK numeric
@attribute avg1_H_TOV numeric
@attribute avg1_H_PF numeric
@attribute avg1_H_PTS numeric
@attribute avg1_H_HOME numeric
@attribute avg1_H_WIN numeric
@attribute RESULT {0,1}

@data
'Milwaukee Bucks',39.125,85.75,0.456268,6.875,19,0.361842,15.875,20.75,0.76506,11,31.625,42.625,24.75,9.5,6.375,14.375,19.75,101,0.625,0.75,43,93,0.462366,13,25,0.52,18,24,0.75,16,25,41,28,9,4,11,18,117,1,1,'Charlotte Bobcats',36.125,86,0.420058,5.125,17.625,0.29078,18.5,24.375,0.758974,14.125,29.75,43.875,18,9,7.75,13,21,95.875,0.625,0.5,32,85,0.376471,4,13,0.307692,19,28,0.678571,15,31,46,17,7,5,16,25,87,1,0,1
'Milwaukee Bucks',40.090909,88.727273,0.451844,5.909091,19.454545,0.303738,13.727273,18.090909,0.758794,11.181818,31.272727,42.454545,23.818182,9.090909,6.909091,13.545455,20.545455,99.818182,0.545455,0.545455,38,88,0.431818,3,17,0.176471,7,10,0.7,10,30,40,20,10,10,9,20,86,1,0,'Chicago Bulls',35.833333,82.25,0.435664,3.583333,12.75,0.281046,18.916667,23.916667,0.790941,12.916667,31,43.916667,22.833333,7.416667,5.083333,15.166667,18.833333,94.166667,0.5,0.5,32,82,0.390244,4,16,0.25,25,26,0.961538,20,34,54,17,4,2,16,18,93,0,1,0
'Orlando Magic',37.625,83.517857,0.450502,6.428571,19.107143,0.336449,12.107143,15.803571,0.766102,10.660714,32.053571,42.714286,23.214286,5.964286,4.303571,14.125,18.857143,93.785714,0.517857,0.267857,38,79,0.481013,4,14,0.285714,14,22,0.636364,11,25,36,22,5,7,15,20,94,1,0,'Philadelphia 76ers',36.981481,83.796296,0.441326,6.111111,17.444444,0.350318,12.092593,16.722222,0.723145,10.777778,30.574074,41.351852,22.185185,7.12963,4.888889,12.444444,18.87037,92.166667,0.555556,0.407407,36,85,0.423529,4,13,0.307692,17,20,0.85,11,33,44,18,8,2,12,22,93,0,0,0
'Boston Celtics',36.814815,80.481481,0.457432,5.703704,16.648148,0.342603,16.444444,21.037037,0.78169,8.518519,31.37037,39.888889,23.333333,8.592593,4.222222,13.759259,21.648148,95.777778,0.537037,0.518519,39,82,0.47561,9,20,0.45,12,20,0.6,7,27,34,24,5,4,12,25,99,0,0,'Phoenix Suns',37.272727,83.909091,0.444204,5.654545,17.272727,0.327368,14.654545,19.418182,0.754682,11.345455,29.818182,41.163636,22.127273,7.727273,5.4,14.072727,20.563636,94.854545,0.454545,0.327273,40,84,0.47619,9,17,0.529412,9,14,0.642857,11,30,41,28,7,8,14,18,98,0,0,0
'Cleveland Cavaliers',35.421053,85.368421,0.41492,7.894737,22.368421,0.352941,16.578947,22.736842,0.729167,14.210526,28.368421,42.578947,19.684211,8.421053,2.684211,14.894737,21.421053,95.315789,0.368421,0.210526,31,85,0.364706,5,16,0.3125,18,25,0.72,14,27,41,15,8,2,10,18,85,1,0,'Minnesota Timberwolves',34.235294,80.058824,0.427627,5.882353,19.235294,0.30581,18.941176,26.647059,0.710817,13.117647,32.058824,45.176471,20.941176,7.764706,6.235294,14.764706,18.941176,93.294118,0.411765,0.470588,37,84,0.440476,6,19,0.315789,14,30,0.466667,13,28,41,19,11,3,13,19,94,0,0,1
'Charlotte Bobcats',35.176471,84.176471,0.41789,6.647059,19.235294,0.345566,19.117647,24.411765,0.783133,11.705882,30.764706,42.470588,19.588235,8.352941,6.882353,13.294118,19.647059,96.117647,0.647059,0.411765,39,83,0.46988,7,16,0.4375,13,15,0.866667,12,38,50,26,2,4,12,14,98,1,0,'Milwaukee Bucks',38.058824,86.176471,0.441638,5.588235,17.882353,0.3125,14.470588,19.235294,0.752294,11.176471,30.235294,41.411765,23,8.470588,7.352941,13.529412,19.823529,96.176471,0.470588,0.470588,35,84,0.416667,5,12,0.416667,24,29,0.827586,8,28,36,24,11,4,11,21,99,0,0,1
'Brooklyn Nets',34.866667,79.366667,0.439311,7.566667,22.133333,0.341867,17.566667,23.966667,0.732962,12.333333,29.066667,41.4,20.233333,7.033333,4.966667,13.433333,18.7,94.866667,0.6,0.533333,35,75,0.466667,4,15,0.266667,29,39,0.74359,12,27,39,15,12,4,12,16,103,1,1,'San Antonio Spurs',39.84375,82.34375,0.483871,8.90625,22.65625,0.393103,17,21.40625,0.794161,8.71875,33.40625,42.125,25.5,8.75,5.21875,14.84375,17.53125,105.59375,0.4375,0.75,41,81,0.506173,8,19,0.421053,21,24,0.875,6,38,44,21,6,5,11,9,111,0,1,1
'Minnesota Timberwolves',35.528302,81.320755,0.436891,5.377358,17.90566,0.300316,19.037736,25.90566,0.734887,12.830189,30.358491,43.188679,21.943396,8.09434,4.886792,14.584906,18.528302,95.471698,0.509434,0.377358,37,85,0.435294,1,11,0.090909,24,31,0.774194,14,27,41,23,12,2,17,21,99,1,0,'Phoenix Suns',37.105263,83.859649,0.442469,5.578947,17.157895,0.325153,14.807018,19.719298,0.75089,11.385965,29.859649,41.245614,22.22807,7.789474,5.403509,14.157895,20.649123,94.596491,0.473684,0.315789,30,81,0.37037,3,9,0.333333,24,33,0.727273,13,34,47,24,11,8,20,27,87,1,0,1
'New York Knicks',36.76,82.58,0.445144,11.04,28.98,0.380952,15.78,20.96,0.752863,11.16,29.92,41.08,19.7,8.02,3.74,11.18,18.92,100.34,0.54,0.64,28,79,0.35443,9,25,0.36,23,32,0.71875,20,32,52,12,7,2,11,21,88,1,0,'Indiana Pacers',34.811321,81.207547,0.428671,6.716981,19.320755,0.347656,16.471698,22.188679,0.742347,13.018868,32.773585,45.792453,20.188679,6.811321,6.679245,14.339623,19.754717,92.811321,0.490566,0.603774,41,95,0.431579,6,19,0.315789,13,19,0.684211,18,35,53,24,7,9,7,21,101,1,1,1
'Oklahoma City Thunder',38.196078,79.411765,0.480988,7.705882,19.666667,0.391825,22.294118,26.882353,0.829322,10.313725,32.882353,43.196078,22.137255,8.509804,7.392157,14.921569,20.254902,106.392157,0.509804,0.764706,34,76,0.447368,9,17,0.529412,20,27,0.740741,5,35,40,23,15,9,13,7,97,0,1,'Utah Jazz',36.807692,81.557692,0.451309,6.096154,16.711538,0.364787,18.384615,24.038462,0.7648,12.153846,29.75,41.903846,22.846154,8.269231,6.461538,14.192308,21.692308,98.096154,0.480769,0.538462,40,82,0.487805,4,15,0.266667,25,26,0.961538,11,28,39,23,8,7,18,27,109,0,0,1
'Sacramento Kings',36.047619,83.238095,0.433066,6.238095,18.285714,0.341146,15.714286,20.904762,0.751708,11.428571,30.047619,41.47619,18.619048,8.095238,4.52381,14.380952,21.857143,94.047619,0.571429,0.333333,32,86,0.372093,3,19,0.157895,18,21,0.857143,16,34,50,14,3,6,17,20,85,0,0,'Oklahoma City Thunder',37.318182,76.318182,0.488982,7.545455,18.181818,0.415,23.227273,27.863636,0.833605,9.5,32.545455,42.045455,22.136364,7.409091,7.590909,15.181818,20.590909,105.409091,0.636364,0.818182,31,71,0.43662,5,15,0.333333,25,32,0.78125,8,35,43,19,9,8,10,18,92,1,1,1
'Sacramento Kings',37.6,84.1,0.447087,7.425,20.35,0.364865,17.575,22.7875,0.771256,11.4875,29,40.4875,20.825,8.225,4.225,14.075,21.025,100.2,0.5,0.35,39,100,0.39,8,25,0.32,14,17,0.823529,15,30,45,24,10,10,15,21,100,0,0,'Oklahoma City Thunder',38.0875,79.0375,0.481892,7.375,19.3,0.382124,22.4,27.025,0.828862,10.3,33.275,43.575,21.425,8.2625,7.7,14.7875,20.275,105.95,0.4875,0.7375,40,77,0.519481,9,22,0.409091,17,21,0.809524,7,33,40,16,8,9,13,17,106,0,1,1
'Portland Trail Blazers',36.627119,82.169492,0.445751,8.101695,23.677966,0.342162,16.271186,20.966102,0.776071,11.271186,30.40678,41.677966,21.59322,6.881356,4.745763,14.525424,18.881356,97.627119,0.508475,0.474576,49,82,0.597561,12,24,0.5,12,17,0.705882,11,30,41,29,3,9,11,16,122,1,1,'Memphis Grizzlies',36.224138,82.155172,0.440923,4.758621,13.741379,0.346299,16.310345,20.931034,0.779242,13.310345,29.465517,42.775862,21.206897,8.810345,5.172414,13.827586,19.896552,93.517241,0.534483,0.672414,44,83,0.53012,11,24,0.458333,9,15,0.6,14,28,42,31,8,5,13,19,108,0,1,1
'Chicago Bulls',35.363636,80.090909,0.441544,4.272727,12.545455,0.34058,18.454545,22.863636,0.807157,12.318182,31.409091,43.727273,22.681818,7.181818,5.227273,15,18.909091,93.454545,0.590909,0.590909,33,75,0.44,2,10,0.2,15,19,0.789474,7,26,33,21,10,6,13,17,83,1,1,'Memphis Grizzlies',36.619048,82.857143,0.441954,5.52381,15.333333,0.360248,18.380952,22.857143,0.804167,13,29.285714,42.285714,20.904762,9.285714,5.714286,14.190476,20.809524,97.142857,0.52381,0.714286,38,85,0.447059,4,11,0.363636,19,24,0.791667,18,30,48,16,9,4,12,16,99,0,1,1
'Minnesota Timberwolves',32,87,0.367816,2,17,0.117647,26,36,0.722222,17,36,53,17,4,10,11,17,92,1,1,32,87,0.367816,2,17,0.117647,26,36,0.722222,17,36,53,17,4,10,11,17,92,1,1,'Toronto Raptors',35,86.5,0.404624,6.5,17.5,0.371429,17.5,22,0.795455,12.5,27,39.5,20.5,10,6.5,12,24.5,94,0.5,0,37,82,0.45122,7,18,0.388889,19,25,0.76,10,27,37,23,8,5,14,31,100,0,0,1
'Chicago Bulls',35.745098,81.333333,0.439489,4.803922,13.803922,0.348011,17.27451,22.137255,0.780337,12.784314,30.803922,43.588235,22.784314,7.215686,5.352941,13.980392,19.705882,93.568627,0.529412,0.588235,37,78,0.474359,2,12,0.166667,13,20,0.65,17,32,49,18,7,5,19,23,89,1,0,'Boston Celtics',36.980392,80.568627,0.458992,5.627451,16.54902,0.340047,16.72549,21.333333,0.784007,8.568627,31.470588,40.039216,23.45098,8.705882,4.27451,13.901961,21.54902,96.313725,0.54902,0.529412,32,77,0.415584,6,14,0.428571,21,26,0.807692,8,36,44,26,6,7,10,24,91,0,0,1
'Orlando Magic',37.808219,83.849315,0.450907,6.410959,19.39726,0.330508,12.410959,16.191781,0.766497,10.520548,31.589041,42.109589,23.082192,6.315068,4.246575,13.945205,19.520548,94.438356,0.520548,0.260274,37,86,0.430233,5,15,0.333333,18,22,0.818182,13,28,41,23,7,7,9,21,97,1,1,'Atlanta Hawks',37.643836,80.945205,0.465053,8.863014,23.342466,0.379695,13.69863,19.273973,0.710732,9.191781,31.506849,40.69863,24.643836,8.054795,4.684932,14.424658,18.027397,97.849315,0.479452,0.547945,40,88,0.454545,8,20,0.4,19,24,0.791667,10,30,40,28,6,2,13,15,107,0,0,1
'Boston Celtics',36.928571,80.535714,0.458537,5.714286,16.678571,0.342612,16.339286,20.964286,0.779387,8.482143,31.428571,39.910714,23.125,8.589286,4.214286,13.642857,21.553571,95.910714,0.517857,0.517857,36,85,0.423529,2,13,0.153846,12,15,0.8,6,30,36,16,9,2,9,18,86,0,0,'Utah Jazz',36.928571,81.732143,0.451824,6.017857,16.696429,0.360428,18.625,24.25,0.768041,12.160714,29.696429,41.857143,22.875,8.339286,6.464286,14.214286,21.696429,98.5,0.482143,0.553571,35,84,0.416667,1,15,0.066667,23,28,0.821429,12,27,39,25,8,6,16,21,94,0,0,0
'Miami Heat',39.071429,78.75,0.496145,8.285714,21.071429,0.39322,17.357143,22.803571,0.761159,8.392857,30.178571,38.571429,22.625,8.625,5.035714,12.732143,19.607143,103.785714,0.517857,0.75,34,73,0.465753,10,19,0.526316,20,27,0.740741,5,30,35,26,7,3,7,19,98,1,1,'New York Knicks',36.454545,82.418182,0.442312,10.8,29.090909,0.37125,16.472727,21.745455,0.757525,11.218182,30.054545,41.272727,19.545455,8.109091,3.763636,11.345455,19.4,100.181818,0.527273,0.636364,35,81,0.432099,8,28,0.285714,18,21,0.857143,9,32,41,18,8,3,12,23,96,0,1,0
'Portland Trail Blazers',36.384615,82,0.443715,8.192308,24.038462,0.3408,16.346154,21.057692,0.776256,11.307692,30.288462,41.596154,21.230769,7.038462,4.730769,14.5,18.711538,97.307692,0.480769,0.480769,39,73,0.534247,8,24,0.333333,18,20,0.9,4,21,25,15,3,2,14,18,104,0,0,'New Orleans Hornets',36.134615,79.826923,0.452662,6.923077,18.461538,0.375,14.807692,19.326923,0.766169,11.115385,30,41.115385,21.211538,6.423077,5.442308,13.942308,20.634615,94,0.442308,0.346154,41,83,0.493976,10,21,0.47619,13,14,0.928571,10,39,49,26,7,10,14,25,105,0,1,1
'Memphis Grizzlies',36.266667,81.44,0.445318,4.68,13.453333,0.347869,16.573333,21.293333,0.778334,12.96,29.453333,42.413333,20.986667,8.573333,5.186667,13.453333,20.2,93.786667,0.506667,0.68,34,67,0.507463,4,12,0.333333,22,28,0.785714,7,30,37,27,10,4,12,18,94,0,1,'Los Angeles Lakers',37.24,81.293333,0.458094,8.786667,24.573333,0.357569,19.066667,27.733333,0.6875,11.64,33.2,44.84,22.12,7.133333,5.2,14.72,18.066667,102.333333,0.48,0.52,36,81,0.444444,8,24,0.333333,21,33,0.636364,19,38,57,23,8,8,16,16,101,1,1,1
'Phoenix Suns',37.061538,83.969231,0.44137,5.692308,17.384615,0.327434,14.6,19.692308,0.741406,11.461538,29.938462,41.4,22.292308,8.015385,5.4,14.676923,20.692308,94.415385,0.492308,0.338462,34,81,0.419753,6,21,0.285714,7,10,0.7,5,24,29,20,13,7,20,20,81,0,0,'Atlanta Hawks',37.359375,80.890625,0.46185,8.890625,23.578125,0.377071,13.5,19.15625,0.704731,9.359375,31.546875,40.90625,24.40625,7.828125,4.78125,14.484375,18.25,97.109375,0.484375,0.546875,37,79,0.468354,8,22,0.363636,14,21,0.666667,9,43,52,22,1,2,12,17,96,1,1,1
'Indiana Pacers',33.6,82,0.409756,6.333333,19.4,0.32646,16.866667,23.466667,0.71875,13.333333,35.2,48.533333,19.133333,5.933333,7.4,15.4,19.2,90.4,0.4,0.466667,29,79,0.367089,4,19,0.210526,17,27,0.62963,10,40,50,17,9,6,17,32,79,0,1,'Sacramento Kings',37.214286,84.285714,0.441525,5.857143,17.357143,0.337449,14.285714,19.642857,0.727273,11.642857,27.928571,39.571429,18.357143,8.928571,4.357143,13.857143,23.714286,94.571429,0.642857,0.285714,37,84,0.440476,6,17,0.352941,9,14,0.642857,8,28,36,21,11,6,13,19,89,1,0,0
'Cleveland Cavaliers',36.506329,84.177215,0.433684,6.696203,19.35443,0.345978,17.037975,22.455696,0.758737,12.329114,28.696203,41.025316,20.607595,7.911392,4.050633,13.468354,21.253165,96.746835,0.506329,0.303797,34,79,0.43038,6,22,0.272727,17,24,0.708333,16,30,46,17,7,2,14,16,91,1,0,'Philadelphia 76ers',37.202532,84.012658,0.442821,6.278481,17.417722,0.360465,12.265823,16.848101,0.728024,10.924051,30.455696,41.379747,22.772152,7.35443,4.607595,12.531646,18.417722,92.949367,0.506329,0.405063,40,93,0.430108,7,22,0.318182,10,11,0.909091,11,36,47,29,11,3,11,13,97,0,1,1
'Oklahoma City Thunder',37.44,77.24,0.484723,7.52,18.4,0.408696,23.16,27.4,0.845255,10.04,32.72,42.76,22.32,7.6,7.68,15.16,20.56,105.56,0.64,0.84,36,84,0.428571,9,25,0.36,19,20,0.95,13,39,52,20,8,12,15,16,100,0,1,'Minnesota Timberwolves',35.391304,81.826087,0.432519,5.652174,19.217391,0.294118,19.086957,26.304348,0.72562,13.782609,31.826087,45.608696,21.695652,8.347826,5.695652,15.173913,18.565217,95.521739,0.434783,0.521739,37,86,0.430233,4,17,0.235294,14,19,0.736842,18,35,53,18,5,1,19,21,92,0,0,1
'Los Angeles Clippers',37.583333,78.416667,0.479277,6.083333,17.833333,0.341121,18.916667,25.166667,0.751656,10.833333,30.5,41.333333,21.166667,10.25,7.083333,16.166667,23.75,100.166667,0.583333,0.666667,29,72,0.402778,4,17,0.235294,14,22,0.636364,17,28,45,15,8,7,18,22,76,0,0,'Atlanta Hawks',37.272727,81.818182,0.455556,7.909091,22.454545,0.352227,11.909091,17.818182,0.668367,9.272727,30.727273,40,22.636364,9.272727,5.363636,15,18.545455,94.363636,0.454545,0.636364,42,78,0.538462,11,22,0.5,6,14,0.428571,7,34,41,29,6,15,21,18,101,0,1,1
'Boston Celtics',37.428571,79.190476,0.47264,5.142857,15.095238,0.340694,18.285714,23,0.795031,7.333333,31.142857,38.47619,23.666667,8.238095,3.952381,14.190476,21,98.285714,0.571429,0.571429,43,100,0.43,6,22,0.272727,25,30,0.833333,9,33,42,24,16,5,13,22,117,1,1,'Houston Rockets',37.238095,85.142857,0.43736,9.714286,27.142857,0.357895,20.047619,26.095238,0.768248,12.095238,32.142857,44.238095,22.47619,8.666667,4.47619,16.285714,19.761905,104.238095,0.619048,0.47619,34,76,0.447368,9,24,0.375,22,30,0.733333,6,41,47,19,6,8,18,19,99,1,1,1
'Oklahoma City Thunder',38.013889,79.027778,0.481019,7.305556,19.291667,0.37869,22.847222,27.597222,0.827881,10.305556,33.138889,43.444444,21.5,8.375,7.5,14.986111,20.236111,106.180556,0.513889,0.736111,29,63,0.460317,8,14,0.571429,37,41,0.902439,7,34,41,20,9,8,14,21,103,1,1,'Minnesota Timberwolves',35.828571,81.828571,0.437849,5.385714,17.985714,0.299444,18.242857,24.914286,0.732225,12.328571,30.271429,42.6,22.128571,8.242857,4.914286,14.414286,18.7,95.285714,0.485714,0.357143,45,97,0.463918,5,17,0.294118,22,30,0.733333,17,28,45,23,15,3,15,26,117,1,0,1
'Los Angeles Clippers',38.666667,80.871795,0.478123,7.307692,20.564103,0.355362,17.487179,24.358974,0.717895,11.333333,30.333333,41.666667,23.769231,10.512821,6.25641,13.692308,20.897436,102.128205,0.564103,0.769231,42,78,0.538462,11,19,0.578947,22,26,0.846154,10,25,35,21,7,2,16,21,117,0,1,'Minnesota Timberwolves',35.314286,82.371429,0.42872,5.6,18.857143,0.29697,19.028571,25.771429,0.738359,13.742857,31.485714,45.228571,21.8,7.685714,5.342857,14.6,17.542857,95.257143,0.428571,0.457143,35,85,0.411765,6,20,0.3,22,29,0.758621,20,26,46,19,4,2,15,15,98,0,0,0
'Detroit Pistons',34.931034,80.241379,0.435324,5.758621,15.862069,0.363043,17.896552,24.827586,0.720833,12,30.241379,42.241379,20.103448,6,5.517241,13.931034,20.068966,93.517241,0.482759,0.275862,38,90,0.422222,10,24,0.416667,14,21,0.666667,16,42,58,24,4,13,12,18,100,1,1,'Washington Wizards',33.708333,83.583333,0.40329,6.625,20.708333,0.31992,14.791667,19.666667,0.752119,11.541667,31.5,43.041667,20.125,7.833333,4.791667,14.75,21.083333,88.833333,0.458333,0.125,28,85,0.329412,2,12,0.166667,10,13,0.769231,12,34,46,15,4,4,12,20,68,0,0,0
'Los Angeles Clippers',38.12,80.86,0.471432,6.96,19.98,0.348348,17,24.04,0.707155,11.58,30.32,41.9,23.28,9.96,5.92,13.96,20.9,100.2,0.5,0.68,37,79,0.468354,4,17,0.235294,12,15,0.8,9,35,44,21,6,6,20,24,90,0,0,'Orlando Magic',37.541667,83.166667,0.451403,6.666667,19.375,0.344086,12.375,15.854167,0.780552,10.520833,32.083333,42.604167,23.145833,6.041667,4.229167,14.104167,18.625,94.125,0.5,0.291667,27,80,0.3375,1,12,0.083333,6,8,0.75,10,36,46,20,5,2,12,5,61,0,0,0
'Toronto Raptors',36.666667,87.666667,0.418251,7.666667,18.666667,0.410714,16.666667,20.333333,0.819672,13.666667,25.666667,39.333333,19.666667,9.666667,5.333333,11.666667,24.333333,97.666667,0.666667,0.333333,40,90,0.444444,10,21,0.47619,15,17,0.882353,16,23,39,18,9,3,11,24,105,1,1,'Oklahoma City Thunder',33.666667,74.666667,0.450893,7,16,0.4375,20.666667,25.666667,0.805195,9,35,44,21,4,8,16.666667,21,95,0.666667,0.333333,33,71,0.464789,9,22,0.409091,20,22,0.909091,7,30,37,27,4,9,20,21,95,1,0,1
'Boston Celtics',37.065574,80.57377,0.46002,5.918033,16.918033,0.349806,16.245902,20.770492,0.782163,8.327869,31.786885,40.114754,23.163934,8.52459,4.295082,13.819672,21.360656,96.295082,0.508197,0.557377,40,78,0.512821,10,20,0.5,17,20,0.85,2,33,35,23,9,3,15,17,107,1,1,'Oklahoma City Thunder',38.435484,79.451613,0.48376,7.693548,19.629032,0.391947,22.387097,26.919355,0.831636,10.370968,32.758065,43.129032,21.983871,8.403226,7.564516,14.919355,20.258065,106.951613,0.5,0.741935,46,81,0.567901,12,24,0.5,12,16,0.75,12,37,49,28,5,8,11,19,116,0,1,1
'Charlotte Bobcats',34.321429,81.660714,0.420293,5.75,16.571429,0.346983,19.446429,26,0.74794,11.553571,29.607143,41.160714,18.946429,7.071429,6.375,13.071429,19.428571,93.839286,0.517857,0.232143,37,82,0.45122,2,11,0.181818,23,30,0.766667,12,25,37,22,8,10,18,20,99,1,0,'Los Angeles Clippers',38.155172,80.603448,0.473369,7.258621,20.310345,0.357385,16.810345,23.758621,0.707547,11.603448,30.241379,41.844828,23.275862,9.931034,5.810345,14.258621,20.862069,100.37931,0.482759,0.689655,40,78,0.512821,8,20,0.4,19,24,0.791667,10,36,46,22,9,2,20,24,107,1,1,1
'Los Angeles Lakers',37.214286,81.2,0.458304,8.857143,24.585714,0.360256,18.785714,27.257143,0.689203,11.442857,33.257143,44.7,22.071429,7.071429,5.114286,14.757143,18.042857,102.071429,0.5,0.514286,39,81,0.481481,11,23,0.478261,11,17,0.647059,9,39,48,27,5,3,17,15,100,1,0,'Golden State Warriors',37.690141,82.887324,0.454715,7.957746,19.802817,0.401849,17.112676,21.605634,0.792047,10.760563,34.014085,44.774648,22.352113,6.816901,4.169014,14.957746,21.422535,100.450704,0.464789,0.56338,37,75,0.493333,10,20,0.5,17,22,0.772727,8,34,42,25,5,4,21,17,101,1,1,1
'Denver Nuggets',39.285714,92.285714,0.425697,6.285714,22,0.285714,14.142857,21.857143,0.647059,17.428571,34.714286,52.142857,21.857143,8.142857,7.142857,15.571429,19.285714,99,0.285714,0.571429,43,113,0.380531,5,24,0.208333,16,27,0.592593,23,42,65,30,9,9,15,21,107,0,1,'Phoenix Suns',37,87.428571,0.423203,5.714286,18.857143,0.30303,16.714286,23,0.726708,13.857143,30.142857,44,19.571429,8.857143,7.857143,13.714286,21,96.428571,0.428571,0.428571,32,87,0.367816,4,16,0.25,13,17,0.764706,10,27,37,15,12,4,10,25,81,0,0,1
'Minnesota Timberwolves',33.6,78.4,0.428571,5.3,17.5,0.302857,19.5,27,0.722222,12.6,30.9,43.5,21.1,7.8,7.6,14.9,18.6,92,0.6,0.5,34,89,0.382022,10,28,0.357143,16,25,0.64,17,28,45,19,11,4,15,21,94,1,0,'Portland Trail Blazers',36.545455,83.545455,0.437432,8.545455,22.727273,0.376,17.545455,23.090909,0.759843,12.272727,27.454545,39.727273,18.545455,8.636364,4.272727,15.090909,20,99.181818,0.545455,0.454545,31,77,0.402597,5,19,0.263158,20,26,0.769231,13,19,32,14,7,2,20,21,87,0,0,1
'Portland Trail Blazers',36.142857,86.428571,0.418182,8,22.428571,0.356688,16.857143,22.428571,0.751592,13,28.428571,41.428571,19.142857,9.571429,4.428571,14.285714,20,97.142857,0.571429,0.285714,30,83,0.361446,6,23,0.26087,21,26,0.807692,16,31,47,15,13,6,20,19,87,1,0,'Sacramento Kings',35.428571,88.428571,0.400646,5.428571,18.428571,0.294574,15.142857,19.857143,0.76259,13,29.428571,42.428571,16.571429,9.714286,5.428571,13.428571,25.285714,91.428571,0.428571,0.285714,36,90,0.4,7,23,0.304348,11,14,0.785714,14,25,39,20,10,5,11,24,90,0,0,0
